id,loss
4,2246.21087659
6,2416.02881044
9,8102.73929172
12,5509.46234297
15,1655.02056153
17,2407.58966825
21,1978.5638767
28,1917.38396615
32,2638.29268745
43,3748.61714205
46,2948.2103532
50,1910.19603129
54,1881.58984335
62,2248.36810503
70,2056.02724089
71,4547.28587521
75,2476.32297239
77,3149.69323277
81,2468.3151262
83,3206.30640507
87,2073.00987897
97,2749.4783665
103,2188.05291263
119,1827.51948035
120,2457.72076086
127,2034.49316561
138,3773.10735202
141,2172.20452524
148,1928.88803202
150,2899.95461586
151,2458.58340161
158,2175.02027255
160,6840.20363804
165,2385.79153402
168,4402.79995034
169,3529.19709788
177,2860.35397982
178,4129.20519386
184,2110.85972469
194,9700.68229181
198,2397.79824584
203,6177.42866017
211,2431.2250227
217,1908.00227257
219,2149.1478612
221,3193.98576166
227,2305.42868336
230,1979.53448859
235,2002.28282688
240,1739.3078694
243,2367.09469331
249,5026.58769324
253,3233.05362714
258,2056.30162578
261,2027.44739014
263,3408.03953466
264,2536.16083725
265,5312.45618931
268,2148.20085331
271,2776.93629495
274,6286.0581543
275,1704.79222765
279,2476.06696334
282,2029.86482777
286,3363.64856025
288,2060.39406083
294,2544.86447688
296,1760.63171665
297,2139.56110111
300,1635.46531966
303,8655.06633423
314,2048.40116542
315,4683.83148476
321,2412.71786998
323,5631.20250733
330,3478.4653398
341,2683.40538447
342,5076.96827132
352,2244.03347902
353,4293.5429219
360,5403.10375338
361,2226.23509391
362,3671.74473494
366,1663.42142463
372,4063.95955374
376,3478.98075992
377,2530.50481042
379,1902.70742074
380,4424.8485346
387,1959.7024545
392,2409.9552358
394,8934.16719877
395,2014.59576262
397,2135.1375049
407,5659.37400908
411,5046.61850684
416,2492.55705291
417,2116.1485313
419,2484.16425611
428,4635.48967689
431,2467.35000854
436,6842.07448198
438,1839.77460946
445,5883.2762592
446,5676.40771997
455,2049.78013448
456,1874.33690959
461,1624.73178156
463,2250.77177011
464,3869.04494561
466,3093.95378038
467,2703.51822581
470,1872.23562055
475,2182.3588675
482,2494.75266598
490,3774.89578849
496,2212.6167694
497,4576.27411796
508,3224.68796686
510,1797.33746698
512,3836.15607321
513,4248.26041047
523,2303.6228371
531,5607.36114365
532,2409.75984215
533,1960.96783893
537,1820.0476698
544,4528.10422733
547,3919.39454743
556,6530.26571199
565,2008.10926491
566,1771.34312285
571,2039.10240179
573,3015.32065592
574,1646.48066693
581,2757.23821792
585,2230.10573586
589,3239.07233804
597,2242.43855347
601,2671.7515248
602,1764.12627303
613,2268.41405086
616,1738.94011556
619,2145.32534889
622,2743.76683689
623,3144.49252082
629,2054.57794539
634,2175.02027255
638,1794.46651313
642,1793.2214069
643,2543.38368705
645,1911.47609775
648,6646.55334379
652,2198.37119832
664,1829.41969013
666,2656.04161378
672,1760.56995887
676,2117.47149327
678,3643.81628256
682,2231.12898791
686,3151.22678373
688,2781.06677747
689,2155.49035238
690,2223.30384969
692,6399.32486771
695,2140.67746356
697,4251.11131365
698,2892.72200489
706,2474.53182326
708,2136.66778079
712,3927.63852359
715,3266.17184181
717,1730.1914972
725,3316.97359024
729,1901.51734559
737,2026.95771198
739,4169.87475647
747,3946.24709595
753,2519.68711101
758,3786.37612185
759,2469.67694922
763,1974.09473543
773,5012.38506667
774,2434.54015699
776,2476.27535599
788,4208.00721048
790,2752.13072915
794,2152.52953971
801,3137.84937801
802,2361.11617307
805,2151.76811926
809,5339.92188564
812,1996.31999457
825,3275.25813686
828,2229.63334781
830,2446.56607953
833,1687.15316716
850,3472.51785414
852,6353.01099183
862,1960.53767826
863,1977.3306729
864,2532.76089513
865,3458.43170899
868,5117.12290462
872,1850.12514562
879,6212.22799995
880,2021.39989806
883,1739.93468268
886,1950.82866051
923,2142.65793844
924,2023.25395444
932,2011.90092726
945,5345.36797997
947,5797.90255921
948,2456.85987239
955,3705.24261626
963,4527.50848918
979,2011.16332989
989,2021.24859163
994,3391.49429843
995,2194.52246549
998,3335.09641379
1000,4337.07603744
1018,2213.55524326
1019,3357.37494003
1028,3220.03810637
1034,1846.47711612
1038,2735.6790362
1040,2136.28132814
1042,1781.84691731
1057,5282.23682819
1058,2078.41042854
1063,1968.80120577
1066,2665.72881743
1071,3899.31100564
1073,3572.52244412
1074,2641.96328242
1077,4228.41232948
1080,8970.37331287
1088,1853.21684843
1096,1871.34900438
1097,8009.35356979
1105,5573.6258688
1115,2056.17147841
1116,2752.36270403
1122,2365.40608284
1130,3604.61714796
1133,1749.55065027
1137,3148.64937138
1140,2482.46101342
1143,8140.43066133
1149,6619.96974965
1150,1781.95742621
1153,1861.51554097
1157,2089.6131448
1180,1689.51526465
1183,1995.07486216
1188,2347.2154507
1193,1826.60957961
1200,1656.54254737
1209,3010.74906188
1214,2388.23944102
1219,2422.46961048
1223,5231.48385591
1227,1780.88435582
1228,1938.81204307
1229,3504.93720524
1233,2146.13898895
1238,3015.22387435
1239,2166.84761058
1241,3651.43530825
1243,2249.19375392
1244,1937.37646729
1245,3827.43607015
1277,3799.55549097
1279,4131.48878996
1292,6237.02225314
1293,2232.1239972
1299,9237.84569851
1304,3779.1921746
1313,4089.26689823
1328,3359.05883031
1330,2034.45634465
1334,2162.88145217
1335,2014.97186151
1336,4397.48363155
1341,1884.81565087
1344,1941.03675756
1351,1922.66031702
1352,2400.03797815
1354,2081.41519659
1368,4820.20468097
1373,1904.30857772
1375,1627.6226335
1381,2230.97894845
1384,5476.1634268
1385,3047.12023152
1388,5666.39611871
1401,4054.08828468
1402,2446.21369094
1404,2168.30220742
1406,2222.74454937
1409,1778.85946523
1422,1983.3826365
1429,3408.087904
1433,5079.28514902
1438,1851.10393994
1444,2083.85631392
1446,2053.5261257
1450,1941.90748889
1451,1663.55738021
1454,2369.24704697
1458,3364.44042469
1461,2897.42593247
1464,4893.36502371
1465,2120.95317265
1478,2101.51391713
1479,1715.82472279
1480,3599.02630673
1484,2067.08050847
1486,1714.88338498
1488,1769.32966175
1489,3013.54671189
1491,1874.33690959
1507,3140.9395071
1515,2447.22741105
1519,2258.95542295
1528,2545.35072911
1529,1993.23973444
1530,3411.1447131
1532,1711.40952689
1541,2329.26080604
1542,3489.37991716
1547,1723.86830735
1549,2047.30711145
1553,2262.54246512
1554,2541.30326472
1555,2111.54917319
1559,2069.39796102
1565,2118.30223222
1568,1636.44842737
1576,3462.00363611
1579,1697.62117723
1592,2046.31670455
1596,3118.86976871
1605,1747.80837076
1607,2060.67608801
1612,1877.12082066
1617,3302.42964933
1619,2830.04052178
1620,7355.22007722
1624,2350.24374734
1627,1928.69970648
1633,2295.05390229
1636,1853.62599654
1639,2008.32256679
1640,3299.63190097
1644,1860.86241306
1646,2294.00656021
1647,2952.72964784
1654,1974.34992509
1655,3994.63809077
1664,5803.62167405
1665,2340.22706852
1667,5194.80580976
1669,1983.76222718
1678,2258.51323742
1682,2379.18329804
1689,1839.64007358
1690,2530.07463199
1693,5477.24100505
1695,1643.79896192
1705,3230.00913682
1706,2480.91715335
1708,2267.58249865
1716,2371.49920003
1720,7310.95520284
1722,2081.24195111
1749,4736.99611849
1750,2991.45221524
1751,6177.23486246
1760,2566.48592556
1763,3394.0071804
1770,2164.57655685
1777,2246.5927752
1785,4447.07351586
1791,2057.24186626
1794,4275.63235935
1800,2069.39796102
1816,1822.22389312
1817,2159.92647188
1821,2946.29173241
1836,1787.76493715
1838,2249.40563848
1851,3330.17383408
1852,4183.91798675
1854,2427.88438665
1856,1781.21985812
1865,1646.48066693
1872,1829.97950447
1878,1745.21434371
1880,1999.23199207
1881,1905.35392307
1882,2154.98414899
1886,1695.6045737
1892,2763.2611984
1894,2942.96077061
1898,3086.87948447
1899,3331.40991116
1902,1887.88569604
1903,5287.7918606
1906,3168.60068827
1910,3105.06183226
1911,2401.81474881
1914,3490.88429936
1929,3990.69015583
1932,2136.66778079
1952,1901.51734559
1959,1770.53885471
1960,2241.82394017
1976,4082.5098606
1980,3218.19025522
1981,2409.86599771
1987,2072.70912364
1994,2142.97569197
2000,2061.79001857
2008,3339.68757448
2011,3439.44388772
2012,5485.63566132
2019,2323.75694923
2022,3511.03526384
2024,4909.15622034
2028,2011.570261
2030,3277.5052581
2031,7074.01340746
2047,2073.50936945
2049,1797.81609509
2050,1884.55156799
2051,3978.96826028
2056,2283.3110711
2057,2058.49869044
2059,3712.21816405
2069,3595.35628853
2085,3366.89378709
2089,1674.45573883
2090,2015.58249135
2101,3087.64726346
2114,3390.62402618
2115,2025.33563588
2118,1872.97276547
2119,2111.64643834
2125,2045.43915321
2128,3853.7621862
2129,2887.83237059
2132,2104.33260711
2133,4272.39602443
2135,1874.33690959
2136,2123.49850791
2143,1978.34243875
2144,1826.5115927
2145,4446.10720508
2152,3312.12574118
2160,3074.52637394
2166,2136.88403439
2169,1751.02788142
2170,3226.36010945
2172,2049.28436526
2181,3362.25189485
2183,2118.43330938
2185,3527.22433844
2188,2241.44438431
2189,2418.44451676
2194,3350.37395075
2202,2147.6451063
2208,3192.01587236
2227,2074.78190229
2230,5528.88234301
2235,2637.24016144
2236,1696.83383686
2244,6949.64306185
2248,1990.45482272
2252,2057.17764348
2254,2047.90206958
2260,5177.52329838
2263,2258.24623772
2274,1954.24357928
2277,1821.34056188
2279,5461.96521489
2280,11391.4769986
2283,4212.43380259
2284,1711.25840189
2288,5014.3832732
2292,2333.4093869
2295,6319.63598937
2296,2076.17920374
2299,2384.30165032
2315,6183.21032408
2318,1945.31397022
2329,9609.21592773
2337,2035.36787544
2340,2038.16481297
2342,2210.74807364
2347,4732.69780846
2349,4213.71913884
2354,2045.05348629
2361,2364.61229832
2370,1943.04516379
2378,3139.22286993
2382,4831.93536567
2387,2131.59649508
2389,2199.24646364
2394,2024.05919884
2396,1991.53057107
2400,3316.89123915
2407,3348.29270531
2414,1906.09141787
2415,2343.99591506
2421,2820.70251745
2427,1955.29502023
2428,3847.08801492
2430,2634.91346445
2435,2241.00628131
2445,3742.36744838
2446,2080.17903263
2447,2040.36489112
2449,2195.94881177
2451,2360.61874458
2458,10714.2693758
2462,7853.91291869
2463,3469.66746683
2467,3017.98741781
2471,6204.21695083
2475,4459.87007029
2478,3037.77614349
2483,3230.96280183
2485,1832.09342056
2487,1766.74850994
2494,1645.49755922
2497,2640.5261711
2499,1911.98565019
2503,2470.37233195
2513,3440.85596768
2515,2803.51053581
2522,2134.20818777
2523,2174.34220323
2528,2659.79583309
2532,6206.56235422
2536,1783.2940444
2538,2241.65158528
2539,1793.50884483
2540,3138.39110943
2545,5346.08683485
2548,1874.43824911
2549,1979.35941458
2553,2120.11867141
2563,1949.20065702
2566,2954.0655496
2574,2136.88403439
2575,3541.09595537
2584,2340.22706852
2588,3893.62247985
2589,1996.51119375
2592,2139.65473224
2596,1994.91709898
2598,2222.57135546
2602,1920.39880294
2603,3192.590164
2607,2298.26012789
2609,2260.4831921
2611,5367.53991173
2627,2037.09619302
2628,2317.29334556
2630,2769.99432762
2633,2498.33204726
2636,6457.80044711
2640,1878.8296968
2641,2116.49605843
2657,4977.41520504
2659,1769.56878142
2662,1918.43552168
2663,1915.60196285
2667,3145.07889877
2670,1806.70960359
2682,2504.91780141
2694,3672.68692137
2699,5541.4480382
2700,2873.29271319
2703,4384.75866601
2708,2712.52630897
2714,1856.95055774
2725,1865.90663844
2726,2005.62992452
2727,1849.59235743
2732,3310.7837608
2733,6106.08904475
2736,5498.7440738
2745,2339.36755828
2760,1683.64984605
2764,2435.10529011
2765,5864.41750086
2766,1649.78454257
2775,2524.49440476
2783,2417.40735948
2784,2051.00435567
2786,2760.83946075
2801,1722.04268593
2803,2174.95599417
2813,5399.01611596
2815,5936.88162631
2816,2827.55216541
2818,2779.03999819
2819,4102.18493249
2822,1886.34212376
2825,2142.36620422
2826,2189.6648604
2830,2162.90805247
2834,2211.1573815
2835,3876.67000414
2856,2272.09099728
2873,5357.83510803
2886,4968.11663045
2892,2308.18050658
2896,1715.82472279
2897,2085.77460669
2899,2386.40666704
2901,2030.68465949
2909,5011.78615688
2914,4249.93622117
2915,2245.5846425
2916,2897.56425627
2919,1705.41550381
2926,3673.93359897
2927,2799.45343282
2933,3012.79715521
2934,3269.4283471
2941,2261.99245269
2942,1919.07066277
2946,2876.33416539
2949,2553.82509219
2952,2864.814673
2957,8907.02737209
2962,2441.57856346
2963,1899.55352896
2965,2561.87257139
2966,7069.74123478
2971,3395.14225589
2975,1659.81678213
2979,1884.2171552
2985,7701.98580694
2995,2648.83375162
2996,2025.33563588
3001,4441.98054417
3007,3370.01566816
3008,1897.64367188
3014,4384.06576749
3017,10080.4301508
3021,1926.85227086
3025,3033.89987224
3026,2154.03264404
3034,2706.56886907
3035,3682.99277836
3044,2420.13123422
3046,2295.74746404
3047,5015.04297333
3057,3485.42420066
3059,4141.25407747
3063,5402.43033147
3065,2170.46506962
3067,3875.10376824
3069,2208.40145916
3076,3701.71373202
3086,1940.71206583
3088,2737.60159497
3090,2316.71884874
3096,2895.18180132
3100,1959.06362747
3102,2166.08748534
3103,3762.17046253
3107,2103.18076877
3118,2931.45751131
3120,3104.48701009
3123,3535.15307735
3128,1868.65859296
3132,2290.19248299
3140,2012.41980482
3152,3093.55832162
3165,4620.72686564
3183,2399.28601302
3190,1617.94560295
3197,2258.16905649
3201,1943.85968283
3203,2219.54972403
3214,2835.904619
3219,3051.0310792
3220,2019.24419141
3221,2980.66811113
3229,2059.7504361
3234,1826.62904352
3235,4635.58687137
3240,2313.75356374
3241,2020.93807543
3249,2312.61370344
3254,2017.34496917
3264,2715.66005922
3266,2142.004548
3270,2025.82251405
3282,2012.41980482
3285,2069.82377502
3289,1972.42352189
3291,2064.96845374
3295,2166.94500889
3299,1692.28403621
3302,2064.80831185
3303,5552.69747566
3308,4169.0366988
3309,2895.1178307
3324,2109.75688868
3327,4692.13039754
3330,4363.72762222
3335,2099.66147261
3339,3371.98535684
3340,2392.41103638
3343,3088.81404149
3350,3482.24044194
3353,2137.30633217
3356,7226.44894862
3361,2875.52902732
3368,1627.97784251
3376,2445.47832962
3381,2165.17725951
3383,2762.27896108
3397,3717.77700718
3403,2134.86306934
3405,2107.82353645
3410,2109.7880311
3412,2790.11033487
3416,4190.60081961
3417,2000.49068958
3423,3421.56947852
3427,4350.53881061
3435,4254.65900517
3439,2070.95718372
3441,2204.69627752
3450,2611.09030589
3453,1994.02590593
3454,1928.01697775
3458,7182.63171273
3459,2352.0826356
3467,3714.2164551
3469,5204.8461806
3477,1699.3989418
3478,7449.34509896
3482,1994.2445176
3484,5132.2443324
3506,2188.72761814
3515,6427.6597696
3522,4021.09836443
3523,2640.02184812
3526,1645.49755922
3532,2317.60617877
3534,2407.20516341
3537,2096.16672628
3539,1920.07178929
3542,4169.0666028
3545,2004.77980202
3552,1895.73130052
3554,2008.68470707
3573,2546.23432713
3576,1834.69268277
3577,3048.72609311
3580,1922.48901829
3583,2034.49316561
3584,2277.59687962
3609,1893.84897137
3613,3973.15997374
3623,2271.22022643
3624,3637.43754576
3638,5648.17317328
3642,1988.22405214
3643,2162.11081573
3647,2068.65689891
3653,2884.19303542
3654,4065.52170808
3656,2130.08071384
3658,1936.15171301
3659,4622.18269963
3663,5544.10991853
3664,3463.62933165
3666,1834.97941071
3681,1944.68742462
3689,2979.17729404
3694,4407.21042029
3695,2074.36709997
3699,2054.76275766
3701,2243.52441685
3704,4403.96724148
3721,2203.85306348
3726,3630.04577569
3727,2179.94441201
3729,2351.71521493
3731,3162.77344867
3738,2479.75393723
3740,2890.11690192
3744,2645.79711461
3757,1914.748068
3758,2015.82131309
3778,2203.44863228
3781,4191.58352877
3790,5805.82313693
3796,1739.19102168
3798,6888.22632242
3804,1760.18920776
3813,1677.38985217
3814,1721.42323161
3815,3869.96922185
3818,2441.06927864
3823,2896.0151677
3826,7706.52905501
3831,1995.41023734
3834,2639.20553935
3835,2621.42374924
3849,2508.26099508
3850,3899.6628788
3855,2343.1600029
3864,2534.77389849
3867,3613.56462899
3871,1944.24495916
3879,2481.70270129
3880,3332.8638852
3882,3921.85162458
3884,7852.48905432
3893,2635.04301387
3895,1994.02590593
3901,2774.15385597
3903,1938.65653375
3913,1904.41939873
3921,1976.92868065
3929,2443.31571123
3947,2015.79000502
3962,2267.33195056
3963,1737.7761312
3966,2143.30181496
3975,2156.14212354
3976,5269.08235483
3977,2272.96367168
3978,1867.53041132
3979,1946.50747413
3983,2354.06597169
3985,1907.78658518
3989,7489.18364893
3992,2363.94236818
3995,2353.49587686
4008,2450.70514359
4013,2200.76501636
4029,2286.48536671
4035,3601.67010381
4040,2333.31310834
4048,1673.3665455
4060,2281.62872438
4066,1752.01665288
4075,1754.98094649
4079,2434.17576979
4083,2005.48968303
4091,2824.37006459
4092,5085.98999211
4093,2325.46670334
4098,3101.92005092
4108,2045.78834747
4109,1665.05280109
4110,4496.51478756
4116,2272.96367168
4129,2006.96230017
4130,4395.13560622
4140,3205.07440411
4146,2136.10124736
4150,4511.13185924
4151,6765.0941423
4153,2009.47861427
4169,6613.29303093
4170,2399.46464452
4179,2247.9131886
4183,4380.96033758
4188,3173.39441438
4190,2200.35920117
4193,2930.70190865
4201,6285.80646093
4205,2395.47909053
4210,2580.47530888
4226,2462.20039022
4229,2154.09097922
4241,3296.1181061
4242,1874.53422205
4257,4680.70725128
4258,1832.24449854
4260,2505.18907115
4263,4447.02553614
4267,1770.00795207
4273,1902.4383813
4274,2171.07584873
4277,1978.34243875
4281,2230.82025383
4283,4580.88449833
4293,2589.91341327
4294,1930.09658773
4305,3306.92813614
4307,2467.12716821
4318,3525.95216697
4325,3019.42949874
4327,5554.5924364
4332,2632.91541641
4335,4436.24048188
4336,2909.73795649
4337,1655.02056153
4339,5463.61344625
4343,1906.90884466
4346,1894.72029167
4348,2061.97786322
4350,4197.95255388
4358,3250.58214915
4359,3419.7074551
4363,3266.29151681
4366,5051.58070708
4374,1751.42559024
4375,2397.04510452
4377,1912.39317611
4393,3236.54224611
4395,3600.63072023
4400,1918.79902441
4402,6598.41006242
4404,6117.68596755
4415,2241.04769868
4418,2748.38632236
4422,1983.20902328
4430,2151.47345272
4432,2475.21199868
4433,2028.57171334
4435,5113.74586455
4438,2367.99156438
4444,2050.84114941
4447,2479.81772991
4451,5997.09758164
4452,2257.15683801
4457,2374.60787527
4459,2931.52484362
4469,1746.66321634
4471,8391.11524656
4486,1665.90551189
4488,2439.56608162
4510,1686.36218875
4515,1669.42126148
4527,4958.99281898
4530,2108.26942794
4534,1843.56330508
4535,3709.11296907
4536,1977.26956813
4548,3645.97330096
4549,2014.5676113
4551,5971.36729229
4556,2742.20893299
4559,1615.9696461
4564,2050.64384845
4570,4430.35040148
4575,6711.70422062
4584,3741.04404671
4585,3676.7476711
4591,2310.9625178
4592,2341.76295529
4593,2213.09860178
4594,2079.05492218
4598,2358.00026784
4607,3195.69601065
4608,1969.74285125
4620,2333.28438187
4621,5143.70665533
4625,3208.12872702
4635,4336.64932598
4638,4792.19686385
4652,2370.93142802
4657,3223.7405442
4658,2191.35421431
4666,5144.58611217
4672,2143.8472775
4676,3680.99666544
4680,1985.4349377
4681,4912.38439294
4683,2982.38623328
4684,2173.51033542
4689,2556.47917794
4690,2727.18867618
4692,2563.98183578
4697,2271.01219586
4700,2146.57423602
4705,10144.4876074
4721,2223.99722334
4726,2967.82522417
4729,1883.30218836
4731,3426.33918537
4736,2691.22938228
4739,2890.99987461
4740,2046.22474096
4753,2065.86942459
4754,3642.76916881
4755,2998.87201395
4756,1988.7376799
4759,2195.00044388
4764,1846.20910233
4771,3892.13824989
4772,2015.84006515
4776,1634.14733299
4780,2792.62979009
4784,2120.36092026
4786,2030.40353642
4787,3621.03600738
4789,2048.86777053
4794,2208.59293039
4800,3652.81518418
4807,2980.7000606
4813,8137.59711438
4818,2430.71844503
4823,9262.99789487
4824,2062.12426109
4829,2948.16478511
4830,2032.28567717
4835,3356.74946861
4844,1972.94323186
4845,3265.99754465
4846,2629.88632168
4847,1789.82324731
4854,2411.40824719
4857,2378.76193622
4861,1675.50024931
4863,2106.83373181
4866,3664.5959813
4869,4528.22038149
4871,2060.61003018
4872,2705.37090179
4875,2323.23958974
4877,7198.62133212
4878,1715.82472279
4885,2243.77335477
4886,1943.00875748
4888,3048.08878372
4890,2093.24444843
4896,2220.5208579
4899,2395.29242572
4913,1703.56208323
4916,2258.16905649
4920,3218.02988751
4925,4343.71716928
4934,2668.28188458
4941,3288.48786128
4946,2007.51942399
4954,2339.79363505
4956,1826.96619806
4958,3841.89202731
4965,1979.3671561
4966,1962.53873102
4970,2912.40234705
4977,2526.97723634
4980,2346.99163642
4984,2522.49634123
4995,2042.55716011
4997,3830.53881601
4999,1905.62437086
5005,2780.07347661
5011,2164.84914909
5015,2201.54748469
5016,2368.34820368
5019,2491.73844213
5024,2785.48253721
5030,2712.24279424
5031,2413.50926635
5034,2377.86400869
5047,8040.45397508
5048,2243.45327766
5052,2208.40145916
5061,2405.04165396
5062,8228.4664474
5067,2892.5373549
5068,4740.29294568
5077,1844.40429492
5079,2955.37004692
5090,4345.45020366
5094,2943.67184464
5103,2799.96493914
5104,1880.77800797
5106,2492.70287852
5107,2041.34808866
5110,1924.92491762
5114,2246.11895821
5116,4496.41730322
5121,6727.10203393
5122,2165.75836879
5124,1901.51734559
